/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/application/services/audit.service.ts: line 24, col 19, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/domain/services/order.service.ts: line 297, col 79, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/domain/services/transaction.service.ts: line 14, col 3, Warning - 'LOAN_GFC_FEE_RATE' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/domain/services/transaction.service.ts: line 22, col 40, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/domain/services/transaction.service.ts: line 178, col 14, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/domain/services/transaction.service.ts: line 307, col 19, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/domain/services/transaction.service.ts: line 424, col 19, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/domain/services/transaction.service.ts: line 608, col 19, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/domain/services/transaction.service.ts: line 624, col 79, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/domain/services/transaction.service.ts: line 643, col 19, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/domain/services/transaction.service.ts: line 710, col 19, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/domain/services/transaction.service.ts: line 778, col 19, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/index.ts: line 109, col 39, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/index.ts: line 200, col 11, Warning - 'serverInstance' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/index.ts: line 203, col 15, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/cache/memory-cache.service.ts: line 8, col 46, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/cache/memory-cache.service.ts: line 102, col 34, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/cache/memory-cache.service.ts: line 106, col 29, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/cache/memory-cache.service.ts: line 111, col 50, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/cache/memory-cache.service.ts: line 115, col 42, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/cache/memory-cache.service.ts: line 124, col 34, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/cache/memory-cache.service.ts: line 128, col 31, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/cache/memory-cache.service.ts: line 172, col 44, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/cache/memory-cache.service.ts: line 172, col 62, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/cache/memory-cache.service.ts: line 176, col 27, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/cache/memory-cache.service.ts: line 202, col 36, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 8, col 19, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 53, col 24, Warning - 'client' is defined but never used. Allowed unused args must match /^_/u. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 66, col 69, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 73, col 35, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 73, col 51, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 77, col 65, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 94, col 5, Warning - 'dbPool' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 96, col 31, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 103, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 113, col 36, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 113, col 47, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 113, col 60, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 115, col 66, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 115, col 74, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/connection/pool.ts: line 121, col 6, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/database/postgresql/repositories/marketplace.repository.ts: line 14, col 87, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/audit.middleware.ts: line 9, col 15, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/audit.middleware.ts: line 10, col 15, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/audit.middleware.ts: line 48, col 32, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/audit.middleware.ts: line 73, col 51, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/audit.middleware.ts: line 74, col 42, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/winston.logger.ts: line 18, col 11, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/winston.logger.ts: line 19, col 14, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/winston.logger.ts: line 81, col 11, Warning - Unexpected console statement. (no-console)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/winston.logger.ts: line 84, col 11, Warning - Unexpected console statement. (no-console)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/winston.logger.ts: line 93, col 41, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/winston.logger.ts: line 93, col 57, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/winston.logger.ts: line 103, col 43, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/winston.logger.ts: line 112, col 43, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/winston.logger.ts: line 121, col 44, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/winston.logger.ts: line 130, col 59, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/infrastructure/logging/winston.logger.ts: line 140, col 60, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.approval.controller.ts: line 4, col 60, Warning - 'createTransaction' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.approval.controller.ts: line 40, col 84, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.approval.controller.ts: line 44, col 77, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.approval.controller.ts: line 335, col 31, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.compliance.controller.ts: line 55, col 18, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.finance.controller.ts: line 6, col 32, Warning - 'processTransactionApproval' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.finance.controller.ts: line 9, col 10, Warning - 'PoolClient' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.finance.controller.ts: line 10, col 13, Warning - 'fs' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.finance.controller.ts: line 11, col 13, Warning - 'path' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.finance.controller.ts: line 67, col 33, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.finance.controller.ts: line 335, col 19, Warning - 'refresh' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.finance.controller.ts: line 342, col 19, Warning - 'cachedData' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.finance.controller.ts: line 712, col 25, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.investments.controller.ts: line 57, col 66, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.investments.controller.ts: line 57, col 76, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.investments.controller.ts: line 58, col 70, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.investments.controller.ts: line 58, col 80, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.investments.controller.ts: line 60, col 68, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.investments.controller.ts: line 60, col 78, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.investments.controller.ts: line 61, col 64, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.investments.controller.ts: line 61, col 74, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.investments.controller.ts: line 198, col 27, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/admin.rewards.controller.ts: line 3, col 10, Warning - 'UserContext' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/auth.controller.ts: line 175, col 21, Warning - 'message' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/auth.controller.ts: line 317, col 19, Warning - 'validatedData' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/auth.controller.ts: line 347, col 34, Warning - 'picture' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/auth.controller.ts: line 540, col 18, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/auth.controller.ts: line 559, col 18, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/auth.controller.ts: line 586, col 18, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/claims.controller.ts: line 5, col 5, Warning - 'DELIVERY_CLAIM_TYPES' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/claims.controller.ts: line 6, col 5, Warning - 'DELIVERY_INSURANCE_RATE' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/claims.controller.ts: line 72, col 19, Warning - 'order' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/earn.controller.ts: line 3, col 32, Warning - 'createTransaction' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/earn.controller.ts: line 21, col 7, Warning - 'REWARDS_CATALOG' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/earn.controller.ts: line 35, col 10, Warning - 'generateVoucherCode' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/education.controller.ts: line 16, col 7, Warning - 'POINTS_TO_CURRENCY_RATE' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/education.controller.ts: line 137, col 27, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/education.controller.ts: line 418, col 19, Warning - 'amountToPay' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/kyc.controller.ts: line 170, col 18, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/loans.controller.ts: line 11, col 5, Warning - 'PLATFORM_FEE_CORPORATE_SHARE' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/loans.controller.ts: line 85, col 72, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/loans.controller.ts: line 86, col 79, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/loans.controller.ts: line 171, col 19, Warning - 'originationRate' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/loans.controller.ts: line 195, col 23, Warning - 'currentDebt' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/loans.controller.ts: line 345, col 41, Warning - 'paymentMethod' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/logistics.controller.ts: line 492, col 55, Warning - 'idPhoto' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/logistics.controller.ts: line 492, col 64, Warning - 'vehiclePhoto' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/logistics.controller.ts: line 492, col 78, Warning - 'docPhoto' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/marketplace.controller.ts: line 56, col 76, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/marketplace.controller.ts: line 113, col 76, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/marketplace.controller.ts: line 126, col 90, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/marketplace.controller.ts: line 179, col 27, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/marketplace.controller.ts: line 248, col 18, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
/home/josias/Área de trabalho/projetos/app cred30/cred30-master/packages/backend/src/presentation/http/controllers/marketplace.controller.ts: line 273, col 18, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
